valor1,valor2,valor3,valor4,valor5,valor6,valor7,monto,no pago
S,sergio,Y,Y,4,w,4,14,0
A,sergio,Y,Y,5,e,5,31,0
A,sergio,T,T,6,r,6,67,0
S,pepe,T,T,7,t,7,8,0
A,jojo,T,T,6,y,6,5,0
S,pepe,T,T,5,u,5,4,0
A,sergio,T,T,4,i,4,5,0
S,sergio,U,U,3,o,3,44,0
S,jojo,U,U,2,p,2,32,0
S,pepe,U,U,1,l,1,67,0
S,sergio,U,U,2,k,2,88,0
A,pepe,U,U,3,j,3,93,0
A,sergio,Y,Y,4,h,4,34,0
A,jojo,T,T,5,g,5,45,0
A,sergio,Y,Y,6,f,6,5,0
A,sergio,U,U,7,d,7,76,0
S,sergio,Y,Y,8,s,8,30,0
A,jojo,U,U,9,a,9,4,0
S,sergio,Y,Y,0,z,0,34,0
A,pepe,T,T,9,x,9,10,0
A,jojo,U,U,12,c,12,21,0
S,jojo,T,T,11,v,11,72,0
S,sergio,T,T,23,b,23,35,0
S,sergio,U,U,21,n,21,42,0
S,sergio,U,U,2,m,2,28,0
S,sergio,U,U,21,q,21,14,0
A,sergio,U,U,54,w,54,31,0
A,sergio,U,U,56,e,56,67,0
S,pepe,U,U,76,r,76,8,0
A,jojo,Y,Y,78,t,78,5,0
S,pepe,T,T,98,y,98,4,0
A,sergio,Y,Y,76,u,76,5,0
S,sergio,U,U,54,i,54,44,0
S,jojo,Y,Y,32,o,32,32,0
S,pepe,T,T,34,p,34,67,0
S,sergio,Y,Y,56,l,56,88,0
A,pepe,U,U,7,k,7,93,0
A,sergio,U,U,8,j,8,34,0
A,jojo,Y,Y,9,h,9,45,0
A,sergio,T,T,8,g,8,5,0
A,sergio,Y,Y,7,f,7,76,0
S,sergio,Y,Y,6,d,6,30,0
A,jojo,U,U,5,s,5,4,0
S,sergio,Y,Y,4,a,4,34,0
A,pepe,T,T,3,z,3,10,0
A,jojo,U,U,2,x,2,21,0
S,sergio,Y,Y,1,c,1,42,0
S,sergio,Y,Y,2,v,2,28,0
S,sergio,Y,Y,3,b,3,14,0
A,sergio,Y,Y,4,n,4,31,0
A,sergio,T,T,5,m,5,67,0
S,pepe,T,T,6,q,6,8,0
A,jojo,T,T,7,w,7,5,0
S,pepe,T,T,7,e,7,4,0
A,sergio,T,T,77,r,77,5,0
S,sergio,U,U,56,t,56,44,0
S,jojo,U,U,54,y,54,32,0
S,pepe,U,U,34,u,34,67,0
S,sergio,U,U,32,i,32,88,0
A,pepe,U,U,14,o,14,93,0
A,sergio,Y,Y,16,p,16,34,0
A,jojo,T,T,18,l,18,45,0
A,sergio,Y,Y,19,k,19,5,0
A,sergio,U,U,1,j,1,76,0
S,sergio,Y,Y,2,h,2,30,0
A,jojo,U,U,3,g,3,4,0
S,sergio,Y,Y,4,f,4,34,0
A,pepe,T,T,5,d,5,10,0
A,jojo,U,U,6,s,6,21,0
S,jojo,T,T,7,a,7,72,0
S,sergio,T,T,6,z,6,35,0
S,sergio,U,U,5,x,5,42,0
S,sergio,U,U,4,c,4,28,0
S,sergio,U,U,3,v,3,14,0
A,sergio,U,U,2,b,2,31,0
A,sergio,U,U,1,n,1,67,0
S,pepe,U,U,2,q,2,8,0
A,jojo,Y,Y,3,w,3,5,0
S,pepe,T,T,4,e,4,4,0
A,sergio,Y,Y,5,r,5,5,0
S,sergio,U,U,6,t,6,44,0
S,jojo,Y,Y,7,y,7,32,0
S,pepe,T,T,8,u,8,67,0
S,sergio,Y,Y,9,i,9,88,0
A,pepe,U,U,0,o,0,93,0
A,sergio,U,U,9,p,9,34,0
A,jojo,Y,Y,12,l,12,45,0
A,sergio,T,T,11,k,11,5,0
A,sergio,Y,Y,23,j,23,76,0
S,sergio,Y,Y,21,h,21,30,0
A,jojo,U,U,2,g,2,4,0
S,sergio,Y,Y,21,f,21,34,0
A,pepe,T,T,54,d,54,10,0
A,jojo,U,U,56,s,56,21,0
S,sergio,Y,Y,76,a,76,42,0
S,sergio,Y,Y,78,z,78,28,0
S,sergio,Y,Y,98,x,98,14,0
A,sergio,Y,Y,76,c,76,31,0
A,sergio,T,T,54,v,54,67,0
S,pepe,T,T,32,b,32,8,0
A,jojo,T,T,34,n,34,5,0
S,pepe,T,T,56,q,56,4,0
A,sergio,T,T,7,w,7,5,0
S,sergio,U,U,8,e,8,44,0
S,jojo,U,U,9,r,9,32,0
S,pepe,U,U,8,t,8,67,0
S,sergio,U,U,7,y,7,88,0
A,pepe,U,U,6,u,6,93,0
A,sergio,Y,Y,5,i,5,34,0
A,jojo,T,T,4,o,4,45,0
A,sergio,Y,Y,3,p,3,5,0
A,sergio,U,U,2,l,2,76,0
S,sergio,Y,Y,1,k,1,30,0
A,jojo,U,U,2,j,2,4,0
S,sergio,Y,Y,3,h,3,34,0
A,pepe,T,T,4,g,4,10,0
A,jojo,U,U,5,f,5,21,0
S,jojo,T,T,6,d,6,72,0
S,sergio,T,T,7,s,7,35,0
S,sergio,U,U,7,a,7,42,0
S,sergio,U,U,77,z,77,28,0
S,sergio,U,U,56,x,56,14,0
A,sergio,U,U,54,c,54,31,0
A,sergio,U,U,34,v,34,67,0
S,pepe,U,U,32,b,32,8,0
A,jojo,Y,Y,14,n,14,5,0
S,pepe,T,T,16,q,16,4,0
A,sergio,Y,Y,18,w,18,5,0
S,sergio,U,U,19,e,19,44,0
S,jojo,Y,Y,1,r,1,32,0
S,pepe,T,T,2,t,2,67,0
S,sergio,Y,Y,3,y,3,88,0
A,pepe,U,U,4,u,4,93,0
A,sergio,U,U,5,i,5,34,0
A,jojo,Y,Y,6,o,6,45,0
A,sergio,T,T,7,p,7,5,0
A,sergio,Y,Y,6,l,6,76,0
S,sergio,Y,Y,5,k,5,30,0
A,jojo,U,U,4,j,4,4,0
S,sergio,Y,Y,3,h,3,34,0
A,pepe,T,T,2,g,2,10,0
A,jojo,U,U,1,f,1,21,0
S,sergio,Y,Y,2,d,2,42,0
S,sergio,Y,Y,3,s,3,28,0
S,sergio,Y,Y,4,a,4,14,0
A,sergio,Y,Y,5,z,5,31,0
A,sergio,T,T,6,x,6,67,0
S,pepe,T,T,7,c,7,8,0
A,jojo,T,T,8,v,8,5,0
S,pepe,T,T,9,b,9,4,0
A,sergio,T,T,0,n,0,5,0
S,sergio,U,U,9,q,9,44,0
S,jojo,U,U,12,w,12,32,0
S,pepe,U,U,11,e,11,67,0
S,sergio,U,U,23,r,23,88,0
A,pepe,U,U,21,t,21,93,0
A,sergio,Y,Y,2,y,2,34,0
A,jojo,T,T,21,u,21,45,0
A,sergio,Y,Y,54,i,54,5,0
A,sergio,U,U,56,o,56,76,0
S,sergio,Y,Y,76,p,76,30,0
A,jojo,U,U,78,l,78,4,0
S,sergio,Y,Y,98,k,98,34,0
A,pepe,T,T,76,j,76,10,0
A,jojo,U,U,54,h,54,21,0
S,jojo,T,T,32,g,32,72,0
S,sergio,T,T,34,f,34,35,0
S,sergio,U,U,56,d,56,42,0
S,sergio,U,U,7,s,7,28,0
S,sergio,U,U,8,a,8,14,0
A,sergio,U,U,9,z,9,31,0
A,sergio,U,U,8,x,8,67,0
S,pepe,U,U,7,c,7,8,0
A,jojo,Y,Y,6,v,6,5,0
S,pepe,T,T,5,b,5,4,0
A,sergio,Y,Y,4,n,4,5,0
S,sergio,U,U,3,q,3,44,0
S,jojo,Y,Y,2,w,2,32,0
S,pepe,T,T,1,e,1,67,0
S,sergio,Y,Y,2,r,2,88,0
A,pepe,U,U,3,t,3,93,0
A,sergio,U,U,4,y,4,34,0
A,jojo,Y,Y,5,u,5,45,0
A,sergio,T,T,6,i,6,5,0
A,sergio,Y,Y,7,o,7,76,0
S,sergio,Y,Y,7,p,7,30,0
A,jojo,U,U,77,l,77,4,0
S,sergio,Y,Y,56,k,56,34,0
A,pepe,T,T,54,j,54,10,0
A,jojo,U,U,34,h,34,21,0
S,sergio,Y,Y,32,g,32,42,0
S,sergio,Y,Y,14,f,14,28,0
S,sergio,Y,Y,16,d,16,14,0
A,sergio,Y,Y,18,s,18,31,0
A,sergio,T,T,19,a,19,67,0
S,pepe,T,T,1,z,1,8,0
A,jojo,T,T,2,x,2,5,0
S,pepe,T,T,3,c,3,4,0
A,sergio,T,T,4,v,4,5,0
S,sergio,U,U,5,b,5,44,0
S,jojo,U,U,6,n,6,32,0
S,pepe,U,U,7,q,7,67,0
S,sergio,U,U,6,w,6,88,0
A,pepe,U,U,5,e,5,93,0
A,sergio,Y,Y,4,r,4,34,0
A,jojo,T,T,3,t,3,45,0
A,sergio,Y,Y,2,y,2,5,0
A,sergio,U,U,1,u,1,76,0
S,sergio,Y,Y,2,i,2,30,0
A,jojo,U,U,3,o,3,4,0
S,sergio,Y,Y,4,p,4,34,0
A,pepe,T,T,5,l,5,10,0
A,jojo,U,U,6,k,6,21,0
S,jojo,T,T,7,j,7,72,0
S,sergio,T,T,8,h,8,35,0
S,sergio,U,U,9,g,9,42,0
S,sergio,U,U,0,f,0,28,0
S,sergio,U,U,9,d,9,14,0
A,sergio,U,U,12,s,12,31,0
A,sergio,U,U,11,a,11,67,0
S,pepe,U,U,23,z,23,8,0
A,jojo,Y,Y,21,x,21,5,0
S,pepe,T,T,2,c,2,4,0
A,sergio,Y,Y,21,v,21,5,0
S,sergio,U,U,54,b,54,44,0
S,jojo,Y,Y,56,n,56,32,0
S,pepe,T,T,76,q,76,67,0
S,sergio,Y,Y,78,w,78,88,0
A,pepe,U,U,98,e,98,93,0
A,sergio,U,U,76,r,76,34,0
A,jojo,Y,Y,54,t,54,45,0
A,sergio,T,T,32,y,32,5,0
A,sergio,Y,Y,34,u,34,76,0
S,sergio,Y,Y,56,i,56,30,0
A,jojo,U,U,7,o,7,4,0
S,sergio,Y,Y,8,p,8,34,0
A,pepe,T,T,9,l,9,10,0
A,jojo,U,U,8,k,8,21,0
S,sergio,Y,Y,7,j,7,42,0
S,sergio,Y,Y,6,h,6,28,0
S,sergio,Y,Y,5,g,5,14,0
A,sergio,Y,Y,4,f,4,31,0
A,sergio,T,T,3,d,3,67,0
S,pepe,T,T,2,s,2,8,0
A,jojo,T,T,1,a,1,5,0
S,pepe,T,T,2,z,2,4,0
A,sergio,T,T,3,x,3,5,0
S,sergio,U,U,4,c,4,44,0
S,jojo,U,U,5,v,5,32,0
S,pepe,U,U,6,b,6,67,0
S,sergio,U,U,7,n,7,88,0
A,pepe,U,U,7,q,7,93,0
A,sergio,Y,Y,77,w,77,34,0
A,jojo,T,T,56,e,56,45,0
A,sergio,Y,Y,54,r,54,5,0
A,sergio,U,U,34,t,34,76,0
S,sergio,Y,Y,32,y,32,30,0
A,jojo,U,U,14,u,14,4,0
S,sergio,Y,Y,16,i,16,34,0
A,pepe,T,T,18,o,18,10,0
A,jojo,U,U,19,p,19,21,0
S,jojo,T,T,1,l,1,72,0
S,sergio,T,T,2,k,2,35,0
S,sergio,U,U,3,j,3,42,0
S,sergio,U,U,4,h,4,28,0
S,sergio,U,U,5,g,5,14,0
A,sergio,U,U,6,f,6,31,0
A,sergio,U,U,7,d,7,67,0
S,pepe,U,U,6,s,6,8,0
A,jojo,Y,Y,5,a,5,5,0
S,pepe,T,T,4,z,4,4,0
A,sergio,Y,Y,3,x,3,5,0
S,sergio,U,U,2,c,2,44,0
S,jojo,Y,Y,1,v,1,32,0
S,pepe,T,T,2,b,2,67,0
S,sergio,Y,Y,3,n,3,88,0
A,pepe,U,U,4,q,4,93,0
A,sergio,U,U,5,w,5,34,0
A,jojo,Y,Y,6,e,6,45,0
A,sergio,T,T,7,r,7,5,0
A,sergio,Y,Y,8,t,8,76,0
S,sergio,Y,Y,9,y,9,30,0
A,jojo,U,U,0,u,0,4,0
S,sergio,Y,Y,9,i,9,34,0
A,pepe,T,T,12,o,12,10,0
A,jojo,U,U,11,p,11,21,0
S,sergio,Y,Y,23,l,23,42,0
S,sergio,Y,Y,21,k,21,28,0
S,sergio,Y,Y,2,j,2,14,0
A,sergio,Y,Y,21,h,21,31,0
A,sergio,T,T,54,g,54,67,0
S,pepe,T,T,56,f,56,8,0
A,jojo,T,T,76,d,76,5,0
S,pepe,T,T,78,s,78,4,0
A,sergio,T,T,98,a,98,5,0
S,sergio,U,U,76,z,76,44,0
S,jojo,U,U,54,x,54,32,0
S,pepe,U,U,32,c,32,67,0
S,sergio,U,U,34,v,34,88,0
A,pepe,U,U,56,b,56,93,0
A,sergio,Y,Y,7,n,7,34,0
A,jojo,T,T,8,q,8,45,0
A,sergio,Y,Y,9,w,9,5,0
A,sergio,U,U,8,e,8,76,0
S,sergio,Y,Y,7,r,7,30,0
A,jojo,U,U,6,t,6,4,0
S,sergio,Y,Y,5,y,5,34,0
A,pepe,T,T,4,u,4,10,0
A,jojo,U,U,3,i,3,21,0
S,jojo,T,T,2,o,2,72,0
S,sergio,T,T,1,p,1,35,0
S,sergio,U,U,2,l,2,42,0
S,sergio,U,U,3,k,3,28,0
S,sergio,U,U,4,j,4,14,0
A,sergio,U,U,5,h,5,31,0
A,sergio,U,U,6,g,6,67,0
S,pepe,U,U,7,f,7,8,0
A,jojo,Y,Y,7,d,7,5,0
S,pepe,T,T,77,s,77,4,0
A,sergio,Y,Y,56,a,56,5,0
S,sergio,U,U,54,z,54,44,0
S,jojo,Y,Y,34,x,34,32,0
S,pepe,T,T,32,c,32,67,0
S,sergio,Y,Y,14,v,14,88,0
A,pepe,U,U,16,b,16,93,0
A,sergio,U,U,18,n,18,34,0
A,jojo,Y,Y,19,q,19,45,0
A,sergio,T,T,43,w,43,5,0
A,sergio,Y,Y,1,e,1,76,0
S,sergio,Y,Y,2,r,2,30,0
A,jojo,U,U,3,t,3,4,0
S,sergio,Y,Y,4,y,4,34,0
A,pepe,T,T,5,u,5,10,0
A,jojo,U,U,6,i,6,21,0
S,sergio,Y,Y,7,o,7,42,0
S,sergio,Y,Y,6,p,6,28,0
S,sergio,Y,Y,5,l,5,14,0
A,sergio,Y,Y,4,k,4,31,0
A,sergio,T,T,3,j,3,67,0
S,pepe,T,T,2,h,2,8,0
A,jojo,T,T,1,g,1,5,0
S,pepe,T,T,2,f,2,4,0
A,sergio,T,T,3,d,3,5,0
S,sergio,U,U,4,s,4,44,0
S,jojo,U,U,5,a,5,32,0
S,pepe,U,U,6,z,6,67,0
S,sergio,U,U,7,x,7,88,0
A,pepe,U,U,8,c,8,93,0
A,sergio,Y,Y,9,v,9,34,0
A,jojo,T,T,0,b,0,45,0
A,sergio,Y,Y,9,n,9,5,0
A,sergio,U,U,12,q,12,76,0
S,sergio,Y,Y,11,w,11,30,0
A,jojo,U,U,23,e,23,4,0
S,sergio,Y,Y,21,r,21,34,0
A,pepe,T,T,2,t,2,10,0
A,jojo,U,U,21,y,21,21,0
S,jojo,T,T,54,u,54,72,0
S,sergio,T,T,56,i,56,35,0
S,sergio,U,U,76,o,76,42,0
S,sergio,U,U,78,p,78,28,0
S,sergio,U,U,98,l,98,14,0
A,sergio,U,U,76,k,76,31,0
A,sergio,U,U,54,j,54,67,0
S,pepe,U,U,32,h,32,8,0
A,jojo,Y,Y,34,g,34,5,0
S,pepe,T,T,56,f,56,4,0
A,sergio,Y,Y,7,d,7,5,0
S,sergio,U,U,8,s,8,44,0
S,jojo,Y,Y,9,a,9,32,0
S,pepe,T,T,8,z,8,67,0
S,sergio,Y,Y,7,x,7,88,0
A,pepe,U,U,6,c,6,93,0
A,sergio,U,U,5,v,5,34,0
A,jojo,Y,Y,4,b,4,45,0
A,sergio,T,T,3,n,3,5,0
A,sergio,Y,Y,2,q,2,76,0
S,sergio,Y,Y,1,w,1,30,0
A,jojo,U,U,2,e,2,4,0
S,sergio,Y,Y,3,r,3,34,0
A,pepe,T,T,4,t,4,10,0
A,jojo,U,U,5,y,5,21,0
S,sergio,Y,Y,6,u,6,42,0
S,sergio,Y,Y,7,i,7,28,0
S,sergio,Y,Y,7,o,7,14,0
A,sergio,Y,Y,77,p,77,31,0
A,sergio,T,T,56,l,56,67,0
S,pepe,T,T,54,k,54,8,0
A,jojo,T,T,34,j,34,5,0
S,pepe,T,T,32,h,32,4,0
A,sergio,T,T,14,g,14,5,0
S,sergio,U,U,16,f,16,44,0
S,jojo,U,U,18,d,18,32,0
S,pepe,U,U,19,s,19,67,0
S,sergio,U,U,1,a,1,88,0
A,pepe,U,U,2,z,2,93,0
A,sergio,Y,Y,3,x,3,34,0
A,jojo,T,T,4,c,4,45,0
A,sergio,Y,Y,5,v,5,5,0
A,sergio,U,U,6,b,6,76,0
S,sergio,Y,Y,7,n,7,30,0
A,jojo,U,U,6,q,6,4,0
S,sergio,Y,Y,5,w,5,34,0
A,pepe,T,T,4,e,4,10,0
A,jojo,U,U,3,r,3,21,0
S,jojo,T,T,2,t,2,72,0
S,sergio,T,T,1,y,1,35,0
S,sergio,U,U,2,u,2,42,0
S,sergio,U,U,3,i,3,28,0
S,sergio,U,U,4,o,4,14,0
A,sergio,U,U,5,p,5,31,0
A,sergio,U,U,6,l,6,67,0
S,pepe,U,U,7,k,7,8,0
A,jojo,Y,Y,8,j,8,5,0
S,pepe,T,T,9,h,9,4,0
A,sergio,Y,Y,0,g,0,5,0
S,sergio,U,U,9,f,9,44,0
S,jojo,Y,Y,12,d,12,32,0
S,pepe,T,T,11,s,11,67,0
S,sergio,Y,Y,23,a,23,88,0
A,pepe,U,U,21,z,21,93,0
A,sergio,U,U,2,x,2,34,0
A,jojo,Y,Y,21,c,21,45,0
A,sergio,T,T,54,v,54,5,0
A,sergio,Y,Y,56,b,56,76,0
S,sergio,Y,Y,76,n,76,30,0
A,jojo,U,U,78,m,78,4,0
S,sergio,Y,Y,98,q,98,34,0
A,pepe,T,T,76,w,76,10,0
A,jojo,U,U,54,e,54,21,0
S,sergio,Y,Y,32,r,32,42,0
S,sergio,Y,Y,34,t,34,28,0
S,sergio,Y,Y,56,y,56,14,0
A,sergio,Y,Y,7,u,7,31,0
A,sergio,T,T,8,i,8,67,0
S,pepe,T,T,9,o,9,8,0
A,jojo,T,T,8,p,8,5,0
S,pepe,T,T,7,l,7,4,0
A,sergio,T,T,6,k,6,5,0
S,sergio,U,U,5,j,5,44,0
S,jojo,U,U,4,h,4,32,0
S,pepe,U,U,3,g,3,67,0
S,sergio,U,U,2,f,2,88,0
A,pepe,U,U,1,d,1,93,0
A,sergio,Y,Y,2,s,2,34,0
A,jojo,T,T,3,a,3,45,0
A,sergio,Y,Y,4,z,4,5,0
A,sergio,U,U,5,x,5,76,0
S,sergio,Y,Y,6,c,6,30,0
A,jojo,U,U,7,v,7,4,0
S,sergio,Y,Y,7,b,7,34,0
A,pepe,T,T,77,n,77,10,0
A,jojo,U,U,56,m,56,21,0
S,jojo,T,T,54,q,54,72,0
S,sergio,T,T,34,w,34,35,0
S,sergio,U,U,32,e,32,42,0
S,sergio,U,U,14,r,14,28,0
S,sergio,U,U,16,t,16,14,0
A,sergio,U,U,18,y,18,31,0
A,sergio,U,U,19,u,19,67,0
S,pepe,U,U,1,i,1,8,0
A,jojo,Y,Y,2,o,2,5,0
S,pepe,T,T,3,p,3,4,0
A,sergio,Y,Y,4,l,4,5,0
S,sergio,U,U,5,k,5,44,0
S,jojo,Y,Y,6,j,6,32,0
S,pepe,T,T,7,h,7,67,0
S,sergio,Y,Y,6,g,6,88,0
A,pepe,U,U,5,f,5,93,0
A,sergio,U,U,4,d,4,34,0
A,jojo,Y,Y,3,s,3,45,0
A,sergio,T,T,2,a,2,5,0
A,sergio,Y,Y,1,z,1,76,0
S,sergio,Y,Y,2,x,2,30,0
A,jojo,U,U,3,c,3,4,0
S,sergio,Y,Y,4,v,4,34,0
A,pepe,T,T,5,b,5,10,0
A,jojo,U,U,6,n,6,21,0
S,sergio,Y,Y,7,q,7,42,0
S,sergio,Y,Y,8,w,8,28,0
S,sergio,Y,Y,9,e,9,14,0
A,sergio,Y,Y,0,r,0,31,0
A,sergio,T,T,9,t,9,67,0
S,pepe,T,T,12,y,12,8,0
A,jojo,T,T,11,u,11,5,0
S,pepe,T,T,23,i,23,4,0
A,sergio,T,T,21,o,21,5,0
S,sergio,U,U,2,p,2,44,0
S,jojo,U,U,21,l,21,32,0
S,pepe,U,U,54,k,54,67,0
S,sergio,U,U,56,j,56,88,0
A,pepe,U,U,76,h,76,93,0
A,sergio,Y,Y,78,g,78,34,0
A,jojo,T,T,98,f,98,45,0
A,sergio,Y,Y,76,d,76,5,0
A,sergio,U,U,54,s,54,76,0
S,sergio,Y,Y,32,a,32,30,0
A,jojo,U,U,34,z,34,4,0
S,sergio,Y,Y,56,x,56,34,0
A,pepe,T,T,7,c,7,10,0
A,jojo,U,U,8,v,8,21,0
S,jojo,T,T,9,b,9,72,0
S,sergio,T,T,8,n,8,35,0
S,sergio,U,U,7,q,7,42,0
S,sergio,U,U,6,w,6,28,0
S,sergio,U,U,5,e,5,14,0
A,sergio,U,U,4,r,4,31,0
A,sergio,U,U,3,t,3,67,0
S,pepe,U,U,2,y,2,8,0
A,jojo,Y,Y,1,u,1,5,0
S,pepe,T,T,2,i,2,4,0
A,sergio,Y,Y,3,o,3,5,0
S,sergio,U,U,4,p,4,44,0
S,jojo,Y,Y,5,l,5,32,0
S,pepe,T,T,6,k,6,67,0
S,sergio,Y,Y,7,j,7,88,0
A,pepe,U,U,7,h,7,93,0
A,sergio,U,U,77,g,77,34,0
A,jojo,Y,Y,56,f,56,45,0
A,sergio,T,T,54,d,54,5,0
A,sergio,Y,Y,34,s,34,76,0
S,sergio,Y,Y,32,a,32,30,0
A,jojo,U,U,14,z,14,4,0
S,sergio,Y,Y,16,x,16,34,0
A,pepe,T,T,18,c,18,10,0
A,jojo,U,U,19,v,19,21,0
S,sergio,Y,Y,1,b,1,42,0
S,sergio,Y,Y,2,n,2,28,0
S,sergio,Y,Y,3,q,3,14,0
A,sergio,Y,Y,4,w,4,31,0
A,sergio,T,T,5,e,5,67,0
S,pepe,T,T,6,r,6,8,0
A,jojo,T,T,7,t,7,5,0
S,pepe,T,T,6,y,6,4,0
A,sergio,T,T,5,u,5,5,0
S,sergio,U,U,4,i,4,44,0
S,jojo,U,U,3,o,3,32,0
S,pepe,U,U,2,p,2,67,0
S,sergio,U,U,1,l,1,88,0
A,pepe,U,U,2,k,2,93,0
A,sergio,Y,Y,3,j,3,34,0
A,jojo,T,T,4,h,4,45,0
A,sergio,Y,Y,5,g,5,5,0
A,sergio,U,U,6,f,6,76,0
S,sergio,Y,Y,7,d,7,30,0
A,jojo,U,U,8,s,8,4,0
S,sergio,Y,Y,9,a,9,34,0
A,pepe,T,T,0,z,0,10,0
A,jojo,U,U,9,x,9,21,0
S,jojo,T,T,12,c,12,72,0
S,sergio,T,T,11,v,11,35,0
S,sergio,U,U,23,b,23,42,0
S,sergio,U,U,21,n,21,28,0
S,sergio,U,U,2,q,2,14,0
A,sergio,U,U,21,w,21,31,0
A,sergio,U,U,54,e,54,67,0
S,pepe,U,U,56,r,56,8,0
A,jojo,Y,Y,76,t,76,5,0
S,pepe,T,T,78,y,78,4,0
A,sergio,Y,Y,98,u,98,5,0
S,sergio,U,U,76,i,76,44,0
S,jojo,Y,Y,54,o,54,32,0
S,pepe,T,T,32,p,32,67,0
S,sergio,Y,Y,34,l,34,88,0
A,pepe,U,U,56,k,56,93,0
A,sergio,U,U,7,j,7,34,0
A,jojo,Y,Y,8,h,8,45,0
A,sergio,T,T,9,g,9,5,0
A,sergio,Y,Y,8,f,8,76,0
S,sergio,Y,Y,7,d,7,30,0
A,jojo,U,U,6,s,6,4,0
S,sergio,Y,Y,5,a,5,34,0
A,pepe,T,T,4,z,4,10,0
A,jojo,U,U,3,x,3,21,0
S,sergio,Y,Y,2,c,2,42,0
S,sergio,Y,Y,1,v,1,28,0
S,sergio,Y,Y,2,b,2,14,0
A,sergio,Y,Y,3,n,3,31,0
A,sergio,T,T,4,q,4,67,0
S,pepe,T,T,5,w,5,8,0
A,jojo,T,T,6,e,6,5,0
S,pepe,T,T,7,r,7,4,0
A,sergio,T,T,7,t,7,5,0
S,sergio,U,U,77,y,77,44,0
S,jojo,U,U,56,u,56,32,0
S,pepe,U,U,54,i,54,67,0
S,sergio,U,U,34,o,34,88,0
A,pepe,U,U,32,p,32,93,0
A,sergio,Y,Y,14,l,14,34,0
A,jojo,T,T,16,k,16,45,0
A,sergio,Y,Y,18,j,18,5,0
A,sergio,U,U,19,h,19,76,0
S,sergio,Y,Y,1,g,1,30,0
A,jojo,U,U,2,f,2,4,0
S,sergio,Y,Y,3,d,3,34,0
A,pepe,T,T,4,s,4,10,0
A,jojo,U,U,5,a,5,21,0
S,jojo,T,T,6,z,6,72,0
S,sergio,T,T,7,x,7,35,0
S,sergio,U,U,6,c,6,42,0
S,sergio,U,U,5,v,5,28,0
S,sergio,U,U,4,b,4,14,0
A,sergio,U,U,3,n,3,31,0
A,sergio,U,U,2,q,2,67,0
S,pepe,U,U,1,w,1,8,0
A,jojo,Y,Y,2,e,2,5,0
S,pepe,T,T,3,r,3,4,0
A,sergio,Y,Y,4,t,4,5,0
S,sergio,U,U,5,y,5,44,0
S,jojo,Y,Y,6,u,6,32,0
S,pepe,T,T,7,i,7,67,0
S,sergio,Y,Y,8,o,8,88,0
A,pepe,U,U,9,p,9,93,0
A,sergio,U,U,0,l,0,34,0
A,jojo,Y,Y,9,k,9,45,0
A,sergio,T,T,12,j,12,5,0
A,sergio,Y,Y,11,h,11,76,0
S,sergio,Y,Y,23,g,23,30,0
A,jojo,U,U,21,f,21,4,0
S,sergio,Y,Y,2,d,2,34,0
A,pepe,T,T,21,s,21,10,0
A,jojo,U,U,54,a,54,21,0
S,sergio,Y,Y,56,z,56,42,0
S,sergio,Y,Y,76,x,76,28,0
S,sergio,Y,Y,78,c,78,14,0
A,sergio,Y,Y,98,v,98,31,0
A,sergio,T,T,76,b,76,67,0
S,pepe,T,T,54,n,54,8,0
A,jojo,T,T,32,q,32,5,0
S,pepe,T,T,34,w,34,4,0
A,sergio,T,T,56,e,56,5,0
S,sergio,U,U,7,r,7,44,0
S,jojo,U,U,8,t,8,32,0
S,pepe,U,U,9,y,9,67,0
S,sergio,U,U,8,u,8,88,0
A,pepe,U,U,7,i,7,93,0
A,sergio,Y,Y,6,o,6,34,0
A,jojo,T,T,5,p,5,45,0
A,sergio,Y,Y,4,l,4,5,0
A,sergio,U,U,3,k,3,76,0
S,sergio,Y,Y,2,j,2,30,0
A,jojo,U,U,1,h,1,4,0
S,sergio,Y,Y,2,g,2,34,0
A,pepe,T,T,3,f,3,10,0
A,jojo,U,U,4,d,4,21,0
S,jojo,T,T,5,s,5,72,0
S,sergio,T,T,6,a,6,35,0
S,sergio,U,U,7,z,7,42,0
S,sergio,U,U,7,x,7,28,0
S,sergio,U,U,77,c,77,14,0
A,sergio,U,U,56,v,56,31,0
A,sergio,U,U,54,b,54,67,0
S,pepe,U,U,34,n,34,8,0
A,jojo,Y,Y,32,q,32,5,0
S,pepe,T,T,14,w,14,4,0
A,sergio,Y,Y,16,e,16,5,0
S,sergio,U,U,18,r,18,44,0
S,jojo,Y,Y,19,t,19,32,0
S,pepe,T,T,1,y,1,67,0
S,sergio,Y,Y,2,u,2,88,0
A,pepe,U,U,3,i,3,93,0
A,sergio,U,U,4,o,4,34,0
A,jojo,Y,Y,5,p,5,45,0
A,sergio,T,T,6,l,6,5,0
A,sergio,Y,Y,7,k,7,76,0
S,sergio,Y,Y,6,j,6,30,0
A,jojo,U,U,5,h,5,4,0
S,sergio,Y,Y,4,g,4,34,0
A,pepe,T,T,3,f,3,10,0
A,jojo,U,U,2,d,2,21,0
S,sergio,Y,Y,1,s,1,42,0
S,sergio,Y,Y,2,a,2,28,0
S,sergio,Y,Y,3,z,3,14,0
A,sergio,Y,Y,4,x,4,31,0
A,sergio,T,T,5,c,5,67,0
